tract,Name,City,State,Teenage_Birth_Rate_women_only_rP_gF_p50
36005038200,Bronx County, NY,,0.2801
36047092000,Kings County, NY,,0.28
36081025400,Queens County, NY,,0.2799
36061023400,Harlem, New York, NY,0.2798
34013012500,Irvington, NJ,,0.2798
34039031400,Elizabeth, NJ,,0.2797
34013004500,Weequahic, Newark, NJ,0.2797
36005003900,Bronx County, NY,,0.2795
36047041900,Kings County, NY,,0.279
34017019400,Hoboken, NJ,,0.2789
34013006800,Ironbound District, Newark, NJ,0.2785
36047090800,Kings County, NY,,0.2784
34013000700,Lower Roseville, Newark, NJ,0.2782
36005038900,Bronx County, NY,,0.278
36061029100,Inwood, New York, NY,0.278
34039031200,Elizabeth, NJ,,0.2776
36005011700,Bronx County, NY,,0.2776
36047035900,Kings County, NY,,0.2774
36047025901,Kings County, NY,,0.2774
34023004200,Perth Amboy, NJ,,0.2773
36005038302,Bronx County, NY,,0.2772
36047000200,Kings County, NY,,0.2772
36047027500,Kings County, NY,,0.2769
36081033401,Queens County, NY,,0.2768
34013007501,North Ironbound, Newark, NJ,0.2766
36081036800,Queens County, NY,,0.2766
36005037400,Bronx County, NY,,0.2766
36119002800,South Side, Mount Vernon, NY,0.2763
36047033000,Kings County, NY,,0.2762
36047018300,Kings County, NY,,0.2762
36047091600,Kings County, NY,,0.2758
36047018700,Kings County, NY,,0.2757
34017004500,Bergen/Lafayette, Jersey City, NJ,0.2747
34013009000,Seventh Avenue, Newark, NJ,0.2746
34031175401,Passaic, NJ,,0.2744
36005037200,Bronx County, NY,,0.2744
34039032200,Hillside, NJ,,0.2743
36061001002,Lower Manhattan, New York, NY,0.2739
36085013302,Richmond County, NY,,0.2739
36047039300,Kings County, NY,,0.2738
36005006900,Bronx County, NY,,0.2738
34013012000,Irvington, NJ,,0.2736
34017004700,Jersey City, NJ,,0.2733
36059406900,Hempstead, NY,,0.2732
36061022700,Harlem, New York, NY,0.2732
36005048400,Bronx County, NY,,0.2732
36005039901,Bronx County, NY,,0.2729
36061022000,Harlem, New York, NY,0.2726
36047080400,Kings County, NY,,0.2721
36047118202,Kings County, NY,,0.2718
34013011900,Irvington, NJ,,0.2717
36081028800,Queens County, NY,,0.2713
36047036900,Kings County, NY,,0.2713
36081025800,Queens County, NY,,0.2711
36081008500,Queens County, NY,,0.271
36005018102,Bronx County, NY,,0.2709
36061017000,East Harlem, New York, NY,0.2709
36005021302,Bronx County, NY,,0.2707
34013002201,Upper Vailsburg, Newark, NJ,0.2706
36047118201,Kings County, NY,,0.2698
36047024100,Kings County, NY,,0.2688
36061020800,Harlem, New York, NY,0.2688
34039039900,Elizabeth, NJ,,0.2682
34013018900,City of Orange, NJ,,0.268
34017002200,Historic Downtown, Jersey City, NJ,0.2679
36047094402,Kings County, NY,,0.2679
34013008900,Seventh Avenue, Newark, NJ,0.2678
34013018200,City of Orange, NJ,,0.2675
36005025700,Bronx County, NY,,0.2665
36047052500,Kings County, NY,,0.2665
34013013000,Irvington, NJ,,0.2662
34013005700,South Broad Street, Newark, NJ,0.2659
36047093800,Kings County, NY,,0.2659
36005012300,Bronx County, NY,,0.2658
36081068200,Queens County, NY,,0.2658
36005014400,Bronx County, NY,,0.2657
36047031701,Kings County, NY,,0.2654
34017004200,West Side, North Bergen, NJ,0.2649
36047112000,Kings County, NY,,0.2644
36061017401,East Harlem, New York, NY,0.2642
36005012500,Bronx County, NY,,0.2642
36047028100,Kings County, NY,,0.2641
34017007800,Historic Downtown, Jersey City, NJ,0.2641
36047030500,Kings County, NY,,0.2633
34039031000,Elizabeth, NJ,,0.2629
36005008700,Bronx County, NY,,0.2626
34013002400,Lower Vailsburg, Newark, NJ,0.2625
36005040800,Bronx County, NY,,0.2625
36005017702,Bronx County, NY,,0.262
36005006300,Bronx County, NY,,0.2615
36005040502,Bronx County, NY,,0.2614
36047024700,Kings County, NY,,0.2613
36005040501,Bronx County, NY,,0.2613
36047049300,Kings County, NY,,0.2607
36047032600,Kings County, NY,,0.2602
36005024501,Bronx County, NY,,0.2602
36061015602,Upper Manhattan, New York, NY,0.2601
34013009900,East Orange, NJ,,0.2599
34023004800,Perth Amboy, NJ,,0.2598
36047090200,Kings County, NY,,0.2598
36081097202,Queens County, NY,,0.2597
36061017200,East Harlem, New York, NY,0.2597
36005040400,Bronx County, NY,,0.2592
34039034600,Linden, NJ,,0.2591
34013008800,Seventh Avenue, Newark, NJ,0.2591
36047021300,Kings County, NY,,0.259
36047030700,Kings County, NY,,0.2587
36005007000,Bronx County, NY,,0.2587
34023004500,Perth Amboy, NJ,,0.2587
36047039900,Kings County, NY,,0.2586
36005039200,Bronx County, NY,,0.2579
36047048500,Kings County, NY,,0.2578
34013007502,North Ironbound, Newark, NJ,0.2576
36059414001,Roosevelt, NY,,0.2576
34003015300,Englewood, NJ,,0.2576
36005038700,Bronx County, NY,,0.2571
34039031700,Elizabeth, NJ,,0.257
34013012300,Irvington, NJ,,0.257
36047082400,Kings County, NY,,0.2569
36005039300,Bronx County, NY,,0.2568
36061018900,Upper West Side, New York, NY,0.2566
36005042400,Bronx County, NY,,0.2563
36081019800,Queens County, NY,,0.2563
36047041100,Kings County, NY,,0.2562
36047086200,Kings County, NY,,0.2562
36005023502,Bronx County, NY,,0.2553
36047112800,Kings County, NY,,0.2553
36061023502,Harlem, New York, NY,0.2552
34013005200,Upper Clinton Hill, Newark, NJ,0.2552
36047027700,Kings County, NY,,0.2551
36081052200,Queens County, NY,,0.2549
36061021900,Harlem, New York, NY,0.2548
34017004300,Bergen/Lafayette, Jersey City, NJ,0.2547
36081054900,Queens County, NY,,0.2546
36047034500,Kings County, NY,,0.2543
34013012700,Irvington, NJ,,0.2542
36005001600,Bronx County, NY,,0.2541
36081028400,Queens County, NY,,0.2541
36061003002,Alphabet City, New York, NY,0.2538
36081094202,Queens County, NY,,0.2538
36085032300,Richmond County, NY,,0.2537
36005025500,Bronx County, NY,,0.2536
36005036800,Bronx County, NY,,0.2536
34039036000,Rahway, NJ,,0.2536
36047024300,Kings County, NY,,0.2532
36047090000,Kings County, NY,,0.2526
36047117800,Kings County, NY,,0.2521
34013018600,City of Orange, NJ,,0.2521
36005038301,Bronx County, NY,,0.252
36059407000,Hempstead, NY,,0.2519
34017006000,Greenville, Jersey City, NJ,0.2519
36061023600,Harlem, New York, NY,0.2518
36061021200,Upper Manhattan, New York, NY,0.2518
34013009300,North Broadway, Newark, NJ,0.2517
36061019702,Harlem, New York, NY,0.2513
36061023700,Harlem, New York, NY,0.251
36061002000,Lower Manhattan, New York, NY,0.2507
36047111000,Kings County, NY,,0.2505
36061016200,Upper Manhattan, New York, NY,0.2504
36047051900,Kings County, NY,,0.2504
34013001300,Fairmount, Newark, NJ,0.2503
36061019200,East Harlem, New York, NY,0.25
34031183000,Paterson, NJ,,0.2499
36081097204,Queens County, NY,,0.2497
36005020501,Bronx County, NY,,0.2495
36047025100,Kings County, NY,,0.2494
36061024100,Upper Manhattan, New York, NY,0.2492
36005046202,Bronx County, NY,,0.2492
36047050900,Kings County, NY,,0.249
36061024302,Upper Manhattan, New York, NY,0.2489
36061025700,Harlem, New York, NY,0.2486
36059414100,Freeport, NY,,0.2485
34039039100,Plainfield, NJ,,0.2484
36081103201,Queens County, NY,,0.2481
34023004400,Perth Amboy, NJ,,0.2481
34013010100,East Orange, NJ,,0.248
36047089000,Kings County, NY,,0.248
36047029700,Kings County, NY,,0.248
36061028500,Fort George, New York, NY,0.248
34039030500,Elizabeth, NJ,,0.2478
36061026900,Fort George, New York, NY,0.2478
36047008400,Kings County, NY,,0.2476
36005037100,Bronx County, NY,,0.2476
36047020500,Kings County, NY,,0.2474
36005034800,Bronx County, NY,,0.2473
36047040900,Kings County, NY,,0.2471
36047032100,Kings County, NY,,0.2471
36081033402,Queens County, NY,,0.247
36047084800,Kings County, NY,,0.247
36047088400,Kings County, NY,,0.2468
36047051001,Kings County, NY,,0.2466
36047036300,Kings County, NY,,0.2465
36005026702,Bronx County, NY,,0.2462
36047037700,Kings County, NY,,0.2461
36005000200,Bronx County, NY,,0.2461
34013002100,Upper Vailsburg, Newark, NJ,0.2461
36005038100,Bronx County, NY,,0.2461
36047117201,Kings County, NY,,0.2459
36061027700,Upper Manhattan, New York, NY,0.2457
36005033800,Bronx County, NY,,0.2455
34039031300,Elizabeth, NJ,,0.2453
36047031702,Kings County, NY,,0.2452
36081050400,Queens County, NY,,0.245
34039039700,Plainfield, NJ,,0.2448
34013000300,Upper Roseville, Newark, NJ,0.2446
36047114400,Kings County, NY,,0.2443
36081059000,Queens County, NY,,0.2442
36061016400,East Harlem, New York, NY,0.2441
34017015201,West New York, NJ,,0.244
36081028200,Queens County, NY,,0.2439
36005008600,Bronx County, NY,,0.2438
34013002202,Upper Vailsburg, Newark, NJ,0.2436
36061013500,Hell's Kitchen, New York, NY,0.2434
36005040303,Bronx County, NY,,0.243
36005039000,Bronx County, NY,,0.2428
36047031300,Kings County, NY,,0.2428
36085004000,Richmond County, NY,,0.2428
36047117602,Kings County, NY,,0.2427
36047081600,Kings County, NY,,0.2427
34013012400,Irvington, NJ,,0.2423
36005002000,Bronx County, NY,,0.2419
34031182600,Paterson, NJ,,0.2419
36047040300,Kings County, NY,,0.2418
36047120000,Kings County, NY,,0.2414
36059414002,Roosevelt, NY,,0.2414
36081032000,Queens County, NY,,0.2413
36047110600,Kings County, NY,,0.2411
36005008300,Bronx County, NY,,0.2411
36061003001,Lower Manhattan, New York, NY,0.24
36061022301,Harlem, New York, NY,0.2398
36005039500,Bronx County, NY,,0.2398
34039031100,Elizabeth, NJ,,0.2397
36005039600,Bronx County, NY,,0.2396
36005035000,Bronx County, NY,,0.2395
36047085800,Kings County, NY,,0.2391
36081008300,Queens County, NY,,0.2391
36005024000,Bronx County, NY,,0.239
36081061602,Queens County, NY,,0.239
36047039100,Kings County, NY,,0.239
36047120800,Kings County, NY,,0.2388
36047081800,Kings County, NY,,0.2387
36047057200,Kings County, NY,,0.2383
36059304203,Westbury, NY,,0.2381
36047034700,Kings County, NY,,0.2381
36061019600,East Harlem, New York, NY,0.2381
34013018300,City of Orange, NJ,,0.2379
36047026500,Kings County, NY,,0.2379
36061022302,Harlem, New York, NY,0.2379
36081027600,Queens County, NY,,0.2377
36061002601,Alphabet City, New York, NY,0.2376
36005005200,Bronx County, NY,,0.2376
36047042500,Kings County, NY,,0.2375
36005006800,Bronx County, NY,,0.2371
36047008200,Kings County, NY,,0.2369
36081036700,Queens County, NY,,0.2369
36047103400,Kings County, NY,,0.2367
36047112400,Kings County, NY,,0.2366
34013012100,Irvington, NJ,,0.2366
36061022400,Harlem, New York, NY,0.2363
36081040400,Queens County, NY,,0.2362
36081048200,Queens County, NY,,0.236
36005035800,Bronx County, NY,,0.2358
36081038400,Queens County, NY,,0.2356
36085000700,Richmond County, NY,,0.235
34039039200,Plainfield, NJ,,0.2349
36005028300,Bronx County, NY,,0.2348
36059304204,Westbury, NY,,0.2348
36005038000,Bronx County, NY,,0.2347
36005006100,Bronx County, NY,,0.2346
36047117202,Kings County, NY,,0.2346
36047025902,Kings County, NY,,0.2345
36047116400,Kings County, NY,,0.2345
36061024700,Upper Manhattan, New York, NY,0.2341
36047095600,Kings County, NY,,0.234
36047035300,Kings County, NY,,0.2338
34013009700,North Broadway, Newark, NJ,0.2338
36081050000,Queens County, NY,,0.2337
34031175302,Passaic, NJ,,0.2337
36061023501,Harlem, New York, NY,0.2336
36005026500,Bronx County, NY,,0.2335
34017001202,Journal Square, Jersey City, NJ,0.2335
34017006100,Greenville, Jersey City, NJ,0.2333
34031175500,Passaic, NJ,,0.2329
34017002700,West Side, Jersey City, NJ,0.2328
36081040500,Queens County, NY,,0.2325
36061002500,Lower Manhattan, New York, NY,0.2324
36005019300,Bronx County, NY,,0.2323
36081052000,Queens County, NY,,0.2323
36059413900,Roosevelt, NY,,0.2322
36081036100,Queens County, NY,,0.2321
36047101400,Kings County, NY,,0.2318
34023004100,Perth Amboy, NJ,,0.2316
36081038100,Queens County, NY,,0.2315
36047043500,Kings County, NY,,0.2313
34017006300,Greenville, Jersey City, NJ,0.2311
36005037504,Bronx County, NY,,0.231
36059407101,Hempstead, NY,,0.2309
36085031902,Richmond County, NY,,0.2307
34023004000,Perth Amboy, NJ,,0.2306
36081015200,Queens County, NY,,0.2305
36081026200,Queens County, NY,,0.2304
36047052300,Kings County, NY,,0.2302
36081053000,Queens County, NY,,0.2301
36047032500,Kings County, NY,,0.23
36085008100,Richmond County, NY,,0.2298
36047009600,Kings County, NY,,0.2296
36047083200,Kings County, NY,,0.2296
34017017000,Union City, NJ,,0.2294
36047007200,Kings County, NY,,0.2293
36047098400,Kings County, NY,,0.2292
36005036400,Bronx County, NY,,0.2288
36005004400,Bronx County, NY,,0.2287
36047093600,Kings County, NY,,0.2287
36081052600,Queens County, NY,,0.2286
36005014900,Bronx County, NY,,0.2284
36081004300,Queens County, NY,,0.2282
34017004101,West Side, Jersey City, NJ,0.2282
36081041400,Queens County, NY,,0.2282
36047083000,Kings County, NY,,0.2282
36005004200,Bronx County, NY,,0.2281
36005023900,Bronx County, NY,,0.2281
34031125000,Clifton, NJ,,0.228
36005009000,Bronx County, NY,,0.228
36047040100,Kings County, NY,,0.2278
34039032800,Union County, NJ,,0.2273
34039039600,Plainfield, NJ,,0.227
36061019300,Upper West Side, New York, NY,0.2269
36081101001,Queens County, NY,,0.2266
36047032700,Kings County, NY,,0.2259
36005046000,Bronx County, NY,,0.2259
36047088200,Kings County, NY,,0.2258
34003023501,Hackensack, NJ,,0.2256
36005018301,Bronx County, NY,,0.2256
36081043400,Queens County, NY,,0.2254
36081040300,Queens County, NY,,0.2253
36047020100,Kings County, NY,,0.2251
36047041500,Kings County, NY,,0.2251
34017019000,Hoboken, NJ,,0.2246
36047029300,Kings County, NY,,0.2245
36047110400,Kings County, NY,,0.2244
36047116600,Kings County, NY,,0.2243
34017017700,Union City, NJ,,0.2241
36005006500,Bronx County, NY,,0.224
36005036501,Bronx County, NY,,0.224
36047032300,Kings County, NY,,0.2234
